Resolución;Fecha;Resumen;Subtema;año
.015-2014-;2014;.015-2014- Aprueban Precio a Nivel Generación en Subestaciones Base para la determinación de las tarifas máximas a los Usuarios Regulados del Sistema Eléctrico Interconectado Nacional y su fórmula de reajuste. (e. 28/01/2014-p 30/01/2014);Tarifarias;2014
.016-2014-;2014;.016-2014- Aprueban factores de actualización “p” para determinar cargos unitarios por Compensación por Seguridad de Suministro de RF de Talara y RF Ilo. (e. 28/01/2014-p 30/01/2014);Tarifarias;2014
.016-2014-OS/GA;2014;.016-2014- Fijan Márgenes Comerciales y publican nuevas Bandas de Precios para combustibles derivados del Petróleo para el periodo comprendido entre jueves 24 de abril de 2014 hasta el miércoles 25 de junio de 2014. (e. 23/04/2014-p 24/04/2014);Tarifarias;2014
.017-2014-;2014;.017-2014- Aprueban la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con Costos 2013” (e. 28/01/2014-p 30/01/2014);Tarifarias;2014
.018-2014-;2014;.018-2014- Aprueban la rma “Procedimiento de Altas y Bajas en Sistemas de Transmisión Eléctrica de SST y SCT”. (e. 28/01/2014-p 01/02/2014);Tarifarias;2014
.019-2014-;2014;.019-2014- Aprueban propuestas de adenda a Contratos de Suministro de Electricidad suscritos por Hidrandina S.A. con las empresas generadoras SDF Energía S.A.C., SN Power S.A., Enersur S.A., Duke Energy S. en C. por A., Termoselva S.R.L. y Fenix Power S.A., adjudicatarias del Proceso de Licitación de Suministro Eléctrico de Distriluz. (e. 28/01/2014-p 01/02/2014);Tarifarias;2014
.019-2014-OS/GA;2014;.019-2014- Aprueban costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas.(e. 29/04/2014-p. 01/05/2014);Tarifarias;2014
.020-2014-;2014;.020-2014- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica aplicable a los cargos tarifarios de los usuarios del servicio público de electricidad de los sistemas interconectados a que se refiere el Art. 2° de la Ley  27510. (e. 28/01/2014-p 30/01/2014);Tarifarias;2014
.020-2014-OS/GA;2014;.020-2014- Declaran fundado, en parte, recurso de reconsideración contra el Comunicado Nº COM-2014-0007-GART, interpuesto por Enersur S.A.(e. 08/05/2014-p. 13/05/2014);Tarifarias;2014
.021-2014-;2014;.021-2014- Disponen publicar el proyecto de resolución que aprueba el “Procedimiento para Licitaciones de Instalaciones Internas de Gas Natural según Mecanismo de Promoción Tarifaria” en la página web de .;Tarifarias;2014
.021-2014-OS/GA;2014;.021-2014- Declaran fundado, en parte, recurso de reconsideración contra el Comunicado Nº COM-2014-0007-GART, interpuesto por Kallpa Generación S.A.(e. 08/05/2014-p. 13/05/2014);Tarifarias;2014
.024-2014-;2014;.024-2014- Disponen la modificación de la rma: “Procedimiento para la Elaboración de los Estudios Tarifarios sobre Aspectos Regulados de la Distribución de Gas Natural”. (e. 06/02/2014-p 08/02/2014);Tarifarias;2014
.026-2014-OS/GA;2014;.026-2014- Aprueban costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 29/05/2014-p. 03/06/2014);Tarifarias;2014
.028-2014-OS/GA;2014;.028-2014- Califican como confidencial por el periodo de cinco años, la información contractual de precios remitida a  por la empresa Parque Eólico Marcona S.R.L. mediante comunicación s/n de fecha 28 de mayo de 2014, que obra en el expediente administrativo  327-2014-GART. (e. 09/06/2014- tif. 16/06/2014);Tarifarias;2014
.029-2014-;2014;.029-2014- Disponen publicación en la página Web de  del proyecto de resolución que modifica el Procedimiento “Compensación Adicional por Seguridad de Suministro”. (e. 25/02/2014-p 04/03/2014);Tarifarias;2014
.030-2014-;2014;.030-2014- Aprueban propuestas de adenda a Contratos de Suministro de Electricidad suscritos por Electro Sur Este S.A.A. y empresas generadoras que resultaron adjudicatarias en los Procesos de Licitación de Suministro Eléctrico ED-01- 2009-LP, ED-02-2009-LP y ED-03-2009-LP. (e. 25/02/2014-p 01/03/2014);Tarifarias;2014
.031-2014-;2014;.031-2014- Aprueban propuestas de adenda a Contratos de Suministro de Electricidad suscritos por Electrosur S.A. y la empresa generadora Enersur S.A. que resultó adjudicataria en los Procesos de Licitación de Suministro Eléctrico ED-02- 2009-LP y ED-03-2009-LP. (e. 25/02/2014-p 01/03/2014);Tarifarias;2014
.031-2014-OS/GA;2014;.031-2014- Fijan Márgenes Comerciales y publican nuevas Bandas de Precios para todos los Productos, vigentes desde el 26 de junio hasta el 27 de agosto de 2014. (e. 25/06/2014- tif. 26/06/2014);Tarifarias;2014
.032-2014-;2014;.032-2014- Modifican el Anexo B del Procedimiento Técnico COES PR-32, aprobado por Resolución Ministerial  516-2005-MEM/DM. (e. 25/02/2014-p 26/02/2014);Tarifarias;2014
.032-2014-OS/GA;2014;.032-2014- Aprueban costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 27/06/2014- p. 01/07/2014);Tarifarias;2014
.033-2014-;2014;.033-2014- Fijan Tarifas por Red Principal de Transporte de Gas Natural de Camisea. (e. 26/02/2014-p 27/02/2014);Tarifarias;2014
.034-2014-;2014;.034-2014- Declaran improcedente recurso de apelación interpuesto por Electro Oriente S.A. contra la Resolución   263-2013-. (e. 25/02/2014-p 01/03/2014);Tarifarias;2014
.037-2014-;2014;.037-2014- Aprueban crograma aplicable al Proceso de Fijación de Tarifas de Distribución de Gas Natural por Red de Ductos para la concesión de Lima y Callao, correspondiente al período 2014 – 2018. (e. 04/03/2014-p 05/03/2014);Tarifarias;2014
.038-2014-;2014;.038-2014- Disponen publicación del proyecto de resolución que fija la Tarifa Única de Distribución de Gas Natural en la concesión de Lima y Callao aplicable al periodo comprendido entre el 08 de mayo de 2014 y el 07 de mayo de 2018, el Plan Quinquenal de Inversiones, el Plan de Promoción, entre otros. (e. 11/03/2014-p 13/03/2014) Resolución corregida mediante Fe de erratas publicada el 19.03.2014;Tarifarias;2014
.039-2014-;2014;.039-2014- Disponen publicación del proyecto de resolución que fija los Precios en Barra aplicables al periodo comprendido entre el 01 de mayo de 2014 al 30 de abril de 2015. (e. 11/03/2014-p 12/03/2014);Tarifarias;2014
.040-2014-;2014;.040-2014- Disponen publicación del proyecto de resolución mediante el cual se fijan los peajes y compensaciones de los Sistemas Secundarios de Transmisión de las empresas Red Eléctrica del Sur S.A. e Interconexión Eléctrica ISA Perú S.A., producto de la Preliquidación Anual de Ingresos. (e. 11/03/2014-p 12/03/2014);Tarifarias;2014
.040-2014-OS/GA;2014;.040-2014- Califican como confidencial por el periodo del 01 de marzo de 2014 al 01 de marzo de 2022, los contratos suscritos por Edegel y Chinango con Empresa Servicios Generales Eléctricos S.A., deminados “Contrato de Locación de Servicios  G-I-01-3972-14 Mantenimiento de Líneas de Transmisión y Patio de Llaves” y “Contrato de Locación de Servicios  CH-I-04-4055-14 Mantenimiento de Líneas de Transmisión y Patio de Llaves”, respectivamente. (e. 18/07/2014- tif. 22/07/2014);Tarifarias;2014
.041-2014-;2014;.041-2014- Disponen publicación del proyecto de resolución que determina el cargo Unitario de Liquidación para el periodo mayo 2014 – abril 2015, como resultado de la Preliquidación Anual de Ingresos de los Sistemas Secundarios de Transmisión y los Sistemas Complementarios de Transmisión. (e. 11/03/2014-p 12/03/2014);Tarifarias;2014
.041-2014-OS/GA;2014;".041-2014- ""Califican como confidencial la información solicitada por Enersur en su Carta ENR/578-2014, de fecha 11 de julio de 2014, conforme lo siguiente: - Anexo 3A, Anexo 3B, Anexo 5A, Anexo 5B, Anexo 6A, Anexo 6B: Por el periodo de 04 años - Anexo 9A, Anexo 10 y Anexo 9B: Por el periodo de 06 años (e. 18/07/2014- tif. 22/07/2014) """;Tarifarias;2014
.042-2014-;2014;.042-2014- Disponen publicación del proyecto de resolución que modifica la Resolución   054-2013-, para la revisión de los Generadores Relevantes. (e. 11/03/2014-p 12/03/2014);Tarifarias;2014
.042-2014-OS/GA;2014;.042-2014- Declaran infundado el recurso de reconsideración interpuesto por la Empresa Regional de Servicio Público de Electricidad de Pu S.A.A. contra la Resolución  Nº 026-2014-, que aprobó los costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica, en sus actividades vinculadas al descuento de la compra del balón de gas. (e. 18/07/2014- p. 22/07/2014);Tarifarias;2014
.043-2014-;2014;.043-2014- Declaran infundado recurso de reconsideración interpuesto por Empresa Eléctrica de Piura S.A. contra la Res.  016-2014-. (e. 11/03/2014-p 14/03/2014);Tarifarias;2014
.043-2014-OS/GA;2014;.043-2014- Declaran  ha lugar a la nulidad solicitada en el recurso de reconsideración interpuesto por la empresa Electro Dunas S.A.A. contra la Resolución  Nº 026-2014-, que aprobó los costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica, en sus actividades vinculadas al descuento de la compra del balón de gas. (e. 18/07/2014- p. 22/07/2014);Tarifarias;2014
.044-2014-;2014;.044-2014- Aprueban propuestas de adenda a Contratos de Suministro de Electricidad suscritos por empresas adjudicatarias en los Procesos de Licitación de Suministro Eléctrico ED-01-2009-LP, ED-02-2009-LP y ED-03-2009-LP. (e. 11/03/2014-p 14/03/2014);Tarifarias;2014
.046-2014-;2014;.046-2014- Declaran la nulidad parcial de la Resolución   205-2013- en el extremo que aprueba la clasificación del Sistema Eléctrico Ticapampa y los factores de ponderación de Hidrandina, y sustituye cuadros en los Artículos 1 y 2 de dicha Resolución. (e. 13/03/2014-p 15/03/2014);Tarifarias;2014
.047-2014-OS/GA;2014;.047-2014- Califican como confidencial la información remitida a  por la empresa Luz del Sur S.A.A. mediante comunicación SGPR-017/2014 de fecha 15 de julio de 2014 que obra en el expediente administrativo  351-2014-GART, conforme fuera solicitada en la comunicación SGPCOAT-171-2014, de fecha 22 de julio de 2014 (e. 31/07/2014- tif./08/2014);Tarifarias;2014
.048-2014-;2014;.048-2014- Declaran fundado el recurso de reconsideración interpuesto por la empresa Electrocentro S.A. contra la Resolución   015-2014-, e incluyen montos en la determinación de los saldos ejecutados acumulados correspondientes al cálculo de los Precios a Nivel Generación aplicable al periodo mayo – julio 2014. (e. 26/03/2014-p 28/03/2014);Tarifarias;2014
.048-2014-OS/GA;2014;.048-2014- Califican como confidencial la información remitida a  por la empresa Edecañete S.A. mediante comunicación EDECA-1603-2014 de fecha 16 de julio de 2014, que obra en el expediente administrativo  351-2014-GART (e. 31/07/2014- tif./08/2014);Tarifarias;2014
.049-2014-;2014;.049-2014- Declaran improcedente la solicitud de nulidad contenida en el recurso de reconsideración interpuesto por Electroperú S.A. contra la Resolución   016- 2014-, en extremo relacionado con la aprobación del factor “p” para determinar el Cargo Unitario por Generación Adicional. (e. 26/03/2014-p 28/03/2014);Tarifarias;2014
.049-2014-OS/GA;2014;.049-2014- Aprueban costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 31/07/2014- tif. 02/08/2014);Tarifarias;2014
.050-2014-;2014;.050-2014- Declaran fundados, fundados en parte, infundados e improcedentes extremos del recurso de reconsideración interpuesto por la Empresa de Distribución Eléctrica de Lima rte S.A.A. contra la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.051-2014-;2014;.051-2014- Disponen acumulación de procedimientos administrativos y declaran fundados, fundados en parte e improcedentes extremos del recurso de reconsideración interpuesto por las empresas Luz del Sur S.A.A. y Empresa de Distribución Eléctrica Cañete S.A. contra la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.052-2014-;2014;.052-2014- Declaran fundados, fundados en parte, infundados e improcedentes extremos del recurso de reconsideración interpuesto por la Empresa Regional de Servicio Público de Electricidad del Centro S.A. contra la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.052-2014-OS/GA;2014;.052-2014- Califican como confidencial la información remitida a  por la empresa Edegel S.A.A. mediante comunicación GGEyC-189-2014 de fecha 21 de julio de 2014 que obra en el expediente administrativo  351-2014-GART. (e. 12/08/2014- tif.15/08/2014);Tarifarias;2014
.053-2014-;2014;.053-2014- Declaran fundados, fundados en parte, infundados e improcedentes extremos del recurso de reconsideración interpuesto por la Empresa Regional de Servicio Público de Electricidad Electroroeste S.A. contra la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.054-2014-;2014;.054-2014- Declaran fundados, fundados en parte, infundados e improcedentes extremos del recurso de reconsideración interpuesto por la Empresa Regional de Servicio Público de Electricidad del rte S.A. contra la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.055-2014-;2014;.055-2014- Declaran fundados, fundados en parte, infundados e improcedentes extremos del recurso de reconsideración interpuesto por la Empresa Regional de Servicio Público de Electricidad Electrorte Medio S.A. contra la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.056-2014-;2014;.056-2014- Modifican la Resolución   017-2014- que aprobó la “Actualización de la Base de Datos de los Módulos Estándares de Inversión para Sistemas de Transmisión con costos 2013”, como consecuencia de lo resuelto respecto de los recursos de reconsideración interpuestos. (e. 26/03/2014-p 29/03/2014) Corregida por Resolución 121-2014- publicada el 18/06/2014;Tarifarias;2014
.057-2014-;2014;.057-2014- Disponer la publicación del proyecto de resolución que aprueba la modificación del Procedimiento Técnico COES PR-10 ”Valorización de las Transferencias de Energía Activa entre Generadores integrantes del COES” y del “Glosario de Abreviaturas y Definiciones utilizadas en los Procedimientos Técnicos del COES-SINAC”. (e. 26/03/2014-p 29/03/2014);Tarifarias;2014
.057-2014-OS/GA;2014;".057-2014- "" Fijan Márgenes Comerciales y publican nuevas Bandas de Precios para todos los Productos, vigentes desde el 28 de agosto hasta el 29 de octubre de 2014. (e. 27/08/2014- p. 28/08/2014) """;Tarifarias;2014
.058-2014-;2014;.058-2014- Aprueban el Procedimiento Técnico COES PR-22 “Reserva Rotante para Regulación Secundaria de Frecuencia”. (e. 26/03/2014-p 29/03/2014) Corregida por Resolución 088-2014- publicada el 28/05/2014 Resolución corregida mediante Fe de erratas publicada el 05.04.2014;Tarifarias;2014
.059-2014-OS/GA;2014;.059-2014- Declaran fundado recurso de reconsideración interpuesto por la empresa Electro Oriente S.A. contra la Resolución Nº 032-2014-, que aprobó los costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas, correspondientes al mes de abril de 2014. (e. 01/09/2014 p. 03/09/2014);Tarifarias;2014
.060-2014-OS/GA;2014;.060-2014- Aprueban costos administrativos y operativos del Fondo de Inclusión Social Energético (FISE) de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 11/09/2014 p. 13/09/2014);Tarifarias;2014
.061-2014-OS/GA;2014;.061-2014- Califican como confidencial la información remitida a  por la empresa Edelr S.A.A. mediante comunicación GTyGE163-2014 de fecha 15 de julio de 2014, que obra en el expediente administrativo  351-2014-GART (e. 17/09/2014- tif. 23/09/2014);Tarifarias;2014
.063-2014-OS/GA;2014;.063-2014- Declaran fundado recurso de reconsideración interpuesto por la empresa Electrorte S.A. contra la Resolución  Nº 049-2014-, que aprobó costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 26/09/2014- p. 30/09/2014);Tarifarias;2014
.065-2014-;2014;.065-2014- Declaran infundado recurso de reconsideración interpuesto por Electro Oriente S.A. contra la Res.  016-2014-, en extremo referido a recocimiento de costos provenientes del contrato G-218-2013, para efectos de la determinación del Cargo Unitario por Generación Adicional. (e. 31/03/2014-p 04/04/2014);Tarifarias;2014
.066-2014-;2014;.066-2014- Se dispone postergar el inicio del Procedimiento Para la Fijación de la Tarifa Eléctrica Rural para Suministros  Convencionales, correspondiente al periodo 2014 –2018, de modo que el plazo máximo para la publicación del proyecto de resolución a que se refiere el ítem a del Anexo B4 de la rma “Procedimientos para Fijación de Precios Regulados”, aprobada con Resolución  Nº 080-2012-, sea a más tardar el 18 de junio de 2014.(e. 11/04/2014-p 14/04/2014);Tarifarias;2014
.066-2014-OS/GA;2014;.066-2014- Aprueban costos administrativos y operativos del FISE de las empresas de distribución eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 02/10/2014- p. 04/10/2014);Tarifarias;2014
.067-2014-;2014;".067-2014- Se fijan Precios en Barra, y sus correspondientes Factores dales de Energía y Factores de Pérdidas de Potencia asociados, para los suministros que se efectúen desde las Barras de Referencia de Generación; así como, sus correspondientes tarifas de transmisión. . (e. 11/04/2014-p 14/04/2014)";Tarifarias;2014
.067-2014-OS/GA;2014;.067-2014- Declaran fundado en parte recurso de reconsideración interpuesto por la empresa Electro Oriente S.A. contra la Resolución   049-2014-, mediante la cual se aprobaron los costos administrativos y operativos del FISE de las empresas de distribución eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas, correspondiente al mes de mayo de 2014. (e. 03/10/2014- p. 04/10/2014);Tarifarias;2014
.068-2014-;2014;.068-2014- Se modifican a partir del 01 de mayo de 2014 los Peajes correspondientes a los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión de las empresas ISA PERÚ y REDESUR. (e. 11/04/2014-p 14/04/2014);Tarifarias;2014
.069-2014-;2014;.069-2014- Se modifican a partir del 01 de mayo de 2014 los Peajes por Área de Demanda, correspondientes a los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión. (e. 11/04/2014-p 14/04/2014);Tarifarias;2014
.070-2014-;2014;.070-2014- Modificación de la Distribución entre Generadores de la Responsabilidad de Pago de los Sistemas Secundarios y Complementarios de Transmisión. (e. 11/04/2014-p 14/04/2014);Tarifarias;2014
.071-2014-;2014;.071-2014- Proyecto del nuevo Procedimiento Técnico COES PR-17 “Determinación de la Potencia Efectiva y Rendimiento de las Unidades de Generación Termoeléctrica” y de la modificación del “Glosario de Abreviaturas y Definiciones utilizadas en los Procedimientos Técnicos del COES-SINAC”. (e. 11/04/2014-p 14/04/2014);Tarifarias;2014
.072-2014-;2014;.072-2014- Aprueban propuestas de adenda a los Contratos de Suministro de Electricidad suscritos por Empresa de Generación Eléctrica Cheves S.A., y diversas empresas distribuidoras, a través de las cuales se modifican los numerales del 4.1 al 4.6 de los referidos contratos de suministro, suscritos como consecuencia de las licitaciones llevadas a cabo por PROINVERSIÓN. (e. 11/04/2014 – p. 14/04/2014);Tarifarias;2014
.073-2014-;2014;.073-2014- Designan representantes en Comisión Consultiva a que se refiere el numeral 4.1 del artículo 4° del Decreto de Urgencia  010-2014. (e. 11/04/2014- p. 14/04/2014);Tarifarias;2014
.077-2014-;2014;.077-2014- Fijan Factores de Ponderación del Valor Agregado de Distribución por Sector Típico y del Valor Agregado de Distribución de los Sistemas Eléctricos Rurales de empresas de distribución eléctrica para el periodo 01 de mayo de 2014 al 30 de abril de 2015. (e. 24/04/2014-p 26/04/2014);Tarifarias;2014
.078-2014-;2014;.078-2014- Aprueban los Factores de Ponderación del Precio de la Energía (Ep) por empresa de distribución eléctrica, aplicables para el cálculo del cargo de energía de las opciones tarifarias MT4, BT4, BT5B, BT5C-AP, BT5D, BT5E, BT6 y BT7, desde el 01 de mayo de 2014 hasta el 30 de abril de 2015. (e. 24/04/2014-p 26/04/2014);Tarifarias;2014
.079-2014-;2014;.079-2014- Aprueban Factor de Recargo del Fondo de Compensación Social Eléctrica aplicable a cargos tarifarios de usuarios del servicio público de electricidad de los sistemas interconectados, para el periodo comprendido entre el 01 de mayo de 2014 al 03 de agosto de 2014. (e. 24/04/2014-p 26/04/2014);Tarifarias;2014
.080-2014-;2014;.080-2014- Establecen el valor del Factor de Descuento Aplicable (FDA), aplicable a la Tarifa por Red Principal de Transporte, para el período mayo 2014 - abril 2015, para la empresa Transportadora de Gas del Perú S.A. (e. 24/04/2014-p 25/04/2014);Tarifarias;2014
.081-2014-;2014;.081-2014- Modifican fecha prevista en el ítem j) del crograma aplicable al Proceso de Fijación de Tarifas de Distribución de Gas Natural por Red de Ductos para la concesión de Lima y Callao, correspondiente al periodo 2014 – 2018, aprobado por Resolución  037-2014-. (e. 24/04/2014-p 25/04/2014);Tarifarias;2014
.083-2014-;2014;.083-2014- Aprueban Precio a Nivel Generación en Subestaciones Base para la determinación de tarifas máximas a Usuarios Regulados del Sistema Eléctrico Interconectado Nacional, y su fórmula de reajuste. (e. 29/04/2014-p. 30/04/2014) Corregida por Fe de Erratas publicada el 09.05.2014;Tarifarias;2014
.083-2014-OS/GA;2014;.083-2014- Fijan Márgenes Comerciales y publican nuevas Bandas de Precios para todos los Productos, vigentes desde el 30 de octubre hasta el 24 de diciembre de 2014. (e. 29/10/2014- p. 30/10/2014);Tarifarias;2014
.084-2014-;2014;.084-2014- Modifican el Procedimiento “Compensación Adicional por Seguridad de Suministro”, aprobado mediante Resolución   651-2008-OS-CD.(e. 02/05/2014-p. 08/05/2014);Tarifarias;2014
.085-2014-;2014;.085-2014- Aprueban Factores de Balance de Potencia Coincidente en Horas de Punta (FBP) a nivel de empresa aplicable al VADMT y VADBT de diversos sistemas de distribución eléctrica. (e. 29/04/2014-p. 30/04/2014);Tarifarias;2014
.086-2014-;2014;.086-2014- Aprueban el Plan Quinquenal de Inversiones del Concesionario, el Plan de Promoción, el Valor Nuevo de Reemplazo, las Categorías Tarifarias, las Tarifas únicas de Distribución de Gas Natural por Red de Ductos, el Derecho de Conexión, los Topes Máximos de Acometidas, el cargo por Inspección, Supervisión y Habilitación de la Instalación Interna y los Cargos Máximos de Corte y Reconexión del servicio, de la Concesión de Distribución de Gas Natural por Red de Ductos en Lima y Callao. (e. 05/05/2014-p. 06/05/2014) Resolución corregida mediante Fe de erratas publicada el 13.05.2014;Tarifarias;2014
.086-2014-OS/GA;2014;.086-2014- Aprueban costos administrativos y operativos del FISE de las Empresas de Distribución Eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e.04/11/2014 - p. 05/11/2014);Tarifarias;2014
.087-2014-;2014;.087-2014- Aprueban el “Procedimiento para Licitaciones de Instalaciones Internas de Gas Natural según Mecanismo de Promoción Tarifaria” .(e. 05/05/2014-p. 06/05/2014);Tarifarias;2014
.088-2014-;2014;.088-2014- Rectifican error contenido en la fórmula del numeral 2.1 del Anexo IV y el numeral 2 de la Segunda Disposición Transitoria contenida en el numeral 13 del Procedimiento Técnico COES PR-22 “Reserva Rotante para Regulación Secundaria de Frecuencia”. (e. 23/05/2014-p. 28/05/2014);Tarifarias;2014
.088-2014-OS/GA;2014;.088-2014- Fijan Márgenes Comerciales y publican nuevas Bandas de Precios para todos los Productos, vigentes desde el 26 de viembre de 2014 hasta el 24 de diciembre de 2014. (e. 25/11/2014- p. 26/11/2014);Tarifarias;2014
.089-2014-;2014;.089-2014- Declaran improcedente, por extemporáneo, recurso de reconsideración interpuesto por Electro Oriente S.A. contra la Resolución   266-2013-OS-CD. (e. 22/05/2014-p. 24/05/2014);Tarifarias;2014
.090-2014-;2014;.090-2014- Amplían plazo para la presentación de la propuesta de Bases para la licitación de Materiales y de Equipos y Ma de Obra por parte de la empresa Gas Natural de Lima y Callao S.A. (e. 22/05/2014-p. 24/05/2014);Tarifarias;2014
.093-2014-;2014;.093-2014- Declaran fundado recurso de reconsideración interpuesto por la empresa Electro Oriente S.A. contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 04/06/2014-p. 11/06/2014);Tarifarias;2014
.093-2014-OS/GA;2014;.093-2014- Aprueban costos administrativos y operativos del FISE de las empresas de distribución eléctrica en sus actividades vinculadas con el descuento en la compra del balón de gas. (e. 04/12/2014- p. 06/12/2014);Tarifarias;2014
.094-2014-;2014;.094-2014- Declaran fundado recurso de reconsideración interpuesto por las empresas Electro Centro S.A., Electro Sur Este S.A.A., Empresa de Generación Eléctrica Machupicchu S.A. y Electro Ucayali S.A. contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015.(e. 04/06/2014-p. 11/06/2014);Tarifarias;2014
.095-2014-;2014;.095-2014- Declaran fundado recurso de reconsideración interpuesto por la empresa Hidrandina S.A. contra la Resolución   067-2014-, que fija los Precios en Barra y los peajes del Sistema Principal de Transmisión aplicables al periodo comprendido entre el 01 de mayo de 2014 y el 30 de abril de 2015. (e. 04/06/2014-p. 11/06/2014);Tarifarias;2014
.096-2014-;2014;.096-2014- Declaran infundado el recurso de reconsideración interpuesto por la empresa Enersur S.A. contra la Resolución   067-2014-, que fija los Precios en Barra, así como diversos cargos al Sistema Principal de Transmisión correspondientes al período mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.097-2014-;2014;.097-2014- Declaran infundado el recurso de reconsideración interpuesto por la empresa SN Power Perú S.A. contra la Resolución   067-2014-, que fija los Precios en Barra, así como diversos cargos al Sistema Principal de Transmisión correspondientes al período mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.098-2014-;2014;.098-2014- Declaran improcedente por extemporáneo el recurso de reconsideración interpuesto por la empresa Kallpa Generación S.A. contra la Resolución   067-2014-, que fija los Precios en Barra, así como diversos cargos al Sistema Principal de Transmisión correspondientes al período mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.099-2014-;2014;.099-2014- Declaran improcedente en todos sus extremos el recurso de reconsideración interpuesto por la empresa Electroperú S.A. contra la Resolución   068-2014-, que modifica los Peajes de los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión de las empresas ISA PERÚ y REDESUR, para el periodo mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.099-2014-OS/GA;2014;.099-2014- Declaran improcedente por extemporáneo recurso de reconsideración interpuesto por Electro Oriente S.A. contra la Resolución  066-2014-, que aprobó los costos administrativos y operativos del FISE (e. 18/12/2014, p.20/12/2014);Tarifarias;2014
.100-2014-;2014;.100-2014- Declaran fundado en todos sus extremos el recurso de reconsideración interpuesto por la Empresa Eléctrica de Piura S.A. contra la Resolución   069-2014-, que modifica los Peajes de los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión, para el periodo mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.101-2014-;2014;.101-2014- Declaran fundados, improcedentes y fundados en parte extremos del recurso de reconsideración interpuesto por Edelr S.A.A. contra la Resolución   069-2014-, que modifica los Peajes de los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión, para el periodo mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
.102-2014-;2014;.102-2014- Declaran fundado el recurso de reconsideración interpuesto por la Empresa de Generación Huanza S.A. contra la Resolución   069-2014-, que modifica los Peajes de los Sistemas Secundarios de Transmisión y Sistemas Complementarios de Transmisión, para el periodo mayo 2014 – abril 2015. (e. 03/06/2014-p. 05/06/2014);Tarifarias;2014
